airline_sentiment,text
neutral," I would fly to Washington  DC to see the actual Constitution  and the Declaration of Independence, in honor of a US Navy friend."
neutral, what is the name of this tailfin? http://t.co/qxV45MV0Ug
neutral,'s new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1
neutral,“: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnz” @geekandahalf
positive, Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline
positive, thank you. Just sent msg.
neutral, I did get the email. Thought i wasn't supposed to reply to those😂
neutral, I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue
neutral, Connecticut❄️
neutral, I would fly somewhere hotter then here. Puerto Rico here I come. Lol
positive, great smooth flight too! 👏👍
neutral, I would go for 3rd time to Jamaica to volunteer w/ at risk youth #flyitforward #dc #stpatricksfoundation #rotary
neutral, Airways Short Interest Down 3.5% in January (JBLU) - sleekmoney http://t.co/znsUjP86Bv
positive, I would love for you to fly my best friend home to PVD for a weekend. 😊 http://t.co/cH0NmjyMgh
neutral," do they have to depart from Washington, D.C.??"
negative, remember - I'm very doubtful and not very hopeful :(
negative, I'll give u a chance but I don't think I'll fall for it #backtodelta
positive, Great thanks
negative, @KyleJudah be responsible for replacing it
negative, @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should
negative, @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a
negative, heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!
neutral," i'm getting info from the website, but needing to check it and the alerts would be much more beneficial."
negative, Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.
positive, I will. I love flying with you all. Great service.
neutral,'s new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv
neutral, Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus
neutral, rocking the Tim McGraw hold music
neutral, 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?
negative," hard to tell, but was told wifi only worked for one side of the plane."
negative, just learning about your famous apology in social media marketing. Is Twitter an asset for Jet Blue now? @PhD_Mama_
positive, Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_
negative,", I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly"
negative, @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was
positive, - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!
negative, 117 days maybe.
neutral, @vegecomgirl For me it’s not until 6/15.
neutral," Well, I try! See you soon!! @JayVig"
positive, @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat
positive," @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat"
neutral, @roxydigital Good. I want extra peanuts on my flight then. lol. #JVMChat
positive," @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat"
neutral, alittle more money to book our flights... we're 1/2 way there :)
positive, @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat
positive, was just at T5 a little over a month ago.  you guys are great thanks for everything!
negative, figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers
neutral," if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?"
neutral,'s new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3
negative," glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare."
neutral, okayyyy. But I had huge irons on way out. Promise no shenanigans?
neutral, how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!
negative, as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue
neutral, CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw
positive, huge fan of great brands and people doing great things… you guys rock happy to share the love!
negative," Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol"
positive," tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what"
positive, thanks!! Great service in #T5 already! #lovejetBlue
positive, I did...#FlyFi worked well and was free aboard this flight
negative, and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection
negative, already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500
positive, Seems very likely.
negative, they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting
neutral,'s CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ
neutral," unfortunately no, but hoping I can catch one sometime in the near future!"
negative, why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.
neutral, @EllaHenderson Ah! Wish I was there! Good luck!
negative, should i continue?
neutral," Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in."
negative, I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.
negative, Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect
positive, well lucky I only fly JB..I guess I would be even more squished on any other airline 😞
positive," she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️"
neutral, Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? 😂😂
positive, @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5
negative, my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice
negative, busy due to storm but customer service should always be on point. More so now than ever #getittogether
neutral," no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance"
negative, oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people
neutral,'s new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/w8MTmSP2RY
positive, thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?
neutral," I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I"
neutral, Can't view seat selection/change seat for flight tomorrow. Can you look into this?
neutral, what's the link for #FlyFi
negative, Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...
positive, to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx
negative, please provide me your direct email for me to explain.
neutral, I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?
neutral," CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM"
negative, A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.
