airline_sentiment,airline_sentiment_confidence,airline,retweet_count,text
neutral,1.0,Delta,0,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/zSdGzyDNDe"
neutral,0.6907,Delta,0,@JetBlue Is it June yet? 😊
neutral,0.6387,Delta,0,@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA
neutral,0.6559999999999999,Delta,0,@JetBlue ETA for flight 802 into Orlando this morning
neutral,1.0,Delta,0,"@JetBlue using A321 JFK-SEA for Summer 2015. It will be my first A321 flight ever! No Mint to Seattle, Core Config only."
neutral,1.0,Delta,0,@JetBlue how much for a trip to a warm island @SamChampion http://t.co/N3SUIip0VW
neutral,1.0,Delta,0,@JetBlue Has DC Thinking About Summer With New Nantucket Service - @MarketWatch http://t.co/yI4wGUk5tr
negative,0.6242,Delta,0,@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.
negative,0.6533,Delta,0,@JetBlue I had a SJC to JFK departing 10:55pm tonight. I have to now change my whole schedule. Can we get a sort of refund for this?
negative,0.6551,Delta,0,@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too
neutral,1.0,Delta,0,"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward"
negative,1.0,Delta,0,@JetBlue the slowest boarding process I've ever experienced and rude customer service agents.
negative,1.0,Delta,0,@JetBlue needs to get its act together in #PHX
neutral,1.0,Delta,0,@JetBlue @cflanagian she's on to something
neutral,1.0,Delta,0,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Nassau News Live http://t.co/7E5bxwG16t
positive,1.0,Delta,0,"@JetBlue Love you, bae. #JetBae"
neutral,0.6588,Delta,0,@JetBlue probably not anymore.
neutral,0.6701,Delta,0,@JetBlue - I look forward to getting this resolved. I will be in touch.
negative,1.0,Delta,0,"@JetBlue - Yes. Best case scenario I get my gear Late Flight Friday, early Saturday. Camp starts at 6AM tomorrow #toolittletooLate Flight"
negative,1.0,Delta,0,@JetBlue - In CA for the weekend to attend a training camp; thanks for sending all my gear to FL; looks like this trip is a waste #nothappy
neutral,0.6364,Delta,0,@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.
neutral,1.0,Delta,0,@JetBlue 108 to Portland Maine
negative,1.0,Delta,0,@JetBlue why are you making me stay in JFK until 2 am or Late Flightr? Just let me rebook without making me pay more
positive,1.0,Delta,0,@JetBlue You definitely will!
negative,0.7065,Delta,0,@JetBlue and stranded passengers aren't being helped to get another flight?
positive,0.3548,Delta,0,@JetBlue you don't remember our date Monday night back to NYC? #heartbroken
positive,0.68,Delta,0,@JetBlue ugh always know a way to my heart 😘🙌
neutral,1.0,Delta,0,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/2Nzh3QOaZo
negative,1.0,Delta,0,@JetBlue why did you just Cancelled Flight flight 670 last minute?!?
negative,1.0,Delta,0,@JetBlue I'm sitting on the plane. Too many predictable mechanical problems.  Still onboard. This is getting bad...
neutral,0.6694,Delta,0,@JetBlue thanks for the help
negative,1.0,Delta,0,@JetBlue on your 1503 flight JFK to PR. They got the doors open on this frigid temperature. #icyflight
negative,1.0,Delta,0,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue
negative,1.0,Delta,0,@JetBlue bags hv been posted on board for flight424 on carsl 4. Now switched to carsl 5. It's comedic watching passengers run frm 1 to othr
negative,0.6626,Delta,0,"@JetBlue the one man in baggage office says ""I dunno"". HELP"
negative,1.0,Delta,0,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice
negative,1.0,Delta,0,@JetBlue what is going on? We arrived at 10:51pm Not One Bag Has Been Unloaded!! Flight 424
negative,1.0,Delta,0,@JetBlue service for baggage at JFK is incomprehensible. No employee knows where our luggage is frM flight 424 LAX to NYC ITS AN HR WAIT NOW
positive,0.6667,Delta,0,@JetBlue Thank you guys! Brilliant customer service
negative,1.0,Delta,0,"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open."
negative,1.0,Delta,0,@JetBlue #669 stewardesses can't work w/o a galley light! Back to NYC to change a light. #fromthefrontseat #jetblueBlues @anku @yaffasolin
positive,1.0,Delta,0,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again"
positive,0.6691,Delta,0,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?
neutral,1.0,Delta,0,"@JetBlue sorry for my misunderstanding of the term, but what does that exactly mean?"
negative,1.0,Delta,0,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues
negative,0.6822,Delta,0,@JetBlue What is going on with the flight from Buffalo to JFK? Have they figured anything out about the temperature and the tower yet?
negative,1.0,Delta,0,@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email...
positive,0.6556,Delta,0,"@JetBlue, was far less painful than what was coming from Avis.  💙"
neutral,0.6904,Delta,0,@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends
neutral,1.0,Delta,0,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG
neutral,1.0,Delta,0,@JetBlue I'm so ready to see N598JB n N775JB on my Island but on a weekend to capture it
positive,1.0,Delta,0,@JetBlue my flight attendant Angel was awesome. #415 #kudos
neutral,1.0,Delta,0,@JetBlue Washington DC (:
positive,1.0,Delta,0,@JetBlue thank you #loyalmosaicmember
negative,1.0,Delta,0,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired
neutral,0.6697,Delta,0,@JetBlue flight 2302 from JFK to BUF.
positive,1.0,Delta,0,@JetBlue thank you very very much!! 💙💙
positive,1.0,Delta,0,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :)
negative,1.0,Delta,0,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac
negative,1.0,Delta,0,@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail
positive,1.0,Delta,0,@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!
negative,0.7723,Delta,0,@JetBlue time to reevaluate my nyc carrier.
neutral,1.0,Delta,0,@JetBlue we are bringing 2 guitars. can we bring them as carry on?
negative,1.0,Delta,0,@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am
positive,0.6843,Delta,0,@JetBlue I LOVE JET BLUE!
negative,1.0,Delta,0,@JetBlue how come you're responding to everyone else and not me #wtf
neutral,1.0,Delta,0,"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?"
neutral,1.0,Delta,0,@JetBlue Can I bring my dog on board?
positive,1.0,Delta,0,@JetBlue @NinaDavuluri 😃cool
neutral,1.0,Delta,0,@JetBlue Maybe I'll just go to Cleveland instead.
positive,1.0,Delta,0,@JetBlue yes! Always a treat to fly with you guys! 😊✈️
positive,1.0,Delta,0,@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.
neutral,0.6588,Delta,0,@JetBlue Hi. I'm trying to find a flight to the Middle East.
negative,1.0,Delta,0,@JetBlue @lopezlaymari what a patronizing response to a legitimate issue
negative,1.0,Delta,0,@JetBlue Yep. 1 hour at Logan. Gangway broke and cabin crew stuck on plane. They just arrived. Passengers request butt massages.
negative,0.6617,Delta,0,@JetBlue I love your flights! But theres always some delay unfortunately
positive,0.6829999999999999,Delta,0,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30"
negative,1.0,Delta,0,@JetBlue my butt hurts.
negative,0.6531,Delta,0,@JetBlue that's what they told me half an hour ago
negative,1.0,Delta,0,"@JetBlue took forever for catering to get to my flight, now are very delayed. So ticked off right now."
positive,1.0,Delta,0,@JetBlue safety first !! #lovejetblue
negative,1.0,Delta,0,@JetBlue delayed flight bummer
positive,1.0,Delta,0,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
positive,0.6775,Delta,0,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal."
negative,1.0,Delta,0,"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔"
neutral,1.0,Delta,0,@JetBlue any idea when November-December 2015 travel opens up?
neutral,1.0,Delta,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu
positive,1.0,Delta,0,@JetBlue thanks so much!! ❤️✨ very relaxing flight!
neutral,0.6889,Delta,0,@JetBlue alright.
neutral,1.0,Delta,0,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd
negative,1.0,Delta,0,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?
negative,1.0,Delta,0,@JetBlue shut up an turn on the tvs/music
neutral,0.6854,Delta,0,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe
positive,1.0,Delta,0,@JetBlue excellent. you guys are the best
positive,1.0,Delta,0,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response."
neutral,0.6907,Delta,0,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.
neutral,1.0,Delta,0,@JetBlue do you do any discounts for volunteer firefighters?
neutral,1.0,Delta,0,"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!"
negative,0.7168,Delta,0,"@JetBlue If your confirming to me that the rate won't go down again looks like I can't fly JetBlue this time around, can't afford that price"
negative,1.0,Delta,0,@JetBlue :/ he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. Didn't feel safe.
positive,1.0,Delta,0,@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!
negative,0.6477,Delta,0,@JetBlue Been a member since 2007. Looking to travel next week 2/24-2/27. Couldn't book right away due to all the snow; I'm in BOS.
positive,1.0,Delta,0,@JetBlue thanks JB!! This is why I 💙 you!
positive,1.0,Delta,0,"@JetBlue but thank you! Love, an anxious flyer."
positive,1.0,Delta,0,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.
negative,1.0,Delta,0,@JetBlue I don't want to seem crazy! Have already asked twice!
neutral,0.7245,Delta,0,@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?
negative,1.0,Delta,0,"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight..."
negative,1.0,Delta,0,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.
negative,0.7053,Delta,0,"@JetBlue if I'm about to get on a plane, I think I deserve to know what the mechanical issues are for the flight being delayed."
negative,0.6694,Delta,0,@JetBlue can you give me an update on flight 1684 MCO-&gt;JFK? They're saying mechanical issues but will not disclose what they are...
negative,0.6551,Delta,0,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E
negative,1.0,Delta,0,@JetBlue on flight 2416 to Orlando...ridiculous that we had to wait for this high school band to board. #notbabysitters #whrsthecoach?
positive,1.0,Delta,0,@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍
positive,1.0,Delta,0,"@JetBlue awesome, thanks!"
neutral,1.0,Delta,0,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Digital Journal http://t.co/urcyfcp2Lx
negative,1.0,Delta,0,"@JetBlue you service agents at MCO are great, but their are not enough of them working right now!"
positive,1.0,Delta,0,@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!
negative,1.0,Delta,0,"@JetBlue not to get into semantics here but ""by"" means ""within the extent or period of; during"" and it is still technically 2/19 #dictionary"
negative,1.0,Delta,0,@jetblue is giving me false hope of ever getting home
neutral,1.0,Delta,0,"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold"
positive,0.7077,Delta,0,@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.
neutral,1.0,Delta,0,"@JetBlue I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!"
positive,0.6667,Delta,0,"@JetBlue Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler."
neutral,0.6602,Delta,0,"@JetBlue and of course that was supposed to say Logan, not login"
positive,1.0,Delta,0,@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!
positive,1.0,Delta,0,@JetBlue @TSA JetBlue never disappoints !
neutral,1.0,Delta,0,"😢😢 RT“@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.”"
neutral,1.0,Delta,0,"@JetBlue quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?"
neutral,0.6495,Delta,0,@JetBlue Hi. How do I claim points on a 1800-flowers order after I purchased? I totally forgot to put in the promo code.
negative,1.0,Delta,0,@JetBlue what's the hold up with flight 1553? boarding should've taken place 30 minutes ago.
neutral,1.0,Delta,0,@JetBlue yes slc on 4/19
negative,1.0,Delta,0,@JetBlue now we are waiting over an half hr for the packages. What's wrong with you guys?? http://t.co/wVGpp3Ymz1
neutral,0.6808,Delta,0,@jetblue How long ago can a trip have taken place for me to still get credit if I didn't apply my TrueBlue # when I booked?
positive,1.0,Delta,0,@JetBlue thanks for your help! #jetbluesofly
neutral,0.6602,Delta,0,@jetblue I was able to access it by using the drop down instead of clicking on the tab.
